wage,year,age,maritl,education
134.7053751,2006,53,2. Married,5. Advanced Degree
107.9039239,2008,34,2. Married,2. HS Grad
281.7459706,2007,61,2. Married,3. Some College
48.18565022,2004,38,2. Married,2. HS Grad
127.1157438,2007,55,3. Widowed,4. College Grad
50.35400164,2005,70,2. Married,4. College Grad
81.28325328,2003,24,1. Never Married,2. HS Grad
75.04315402,2006,22,5. Separated,1. < HS Grad
104.9215065,2007,38,4. Divorced,4. College Grad
79.85490031,2004,29,2. Married,3. Some College
130.9821774,2006,30,2. Married,3. Some College
171.7651326,2007,38,2. Married,5. Advanced Degree
97.49329405,2007,49,5. Separated,3. Some College
98.59934386,2009,71,2. Married,2. HS Grad
84.04595765,2005,32,2. Married,2. HS Grad
299.2629768,2003,40,2. Married,5. Advanced Degree
70.81503862,2004,32,2. Married,2. HS Grad
82.6796373,2006,33,1. Never Married,3. Some College
73.77574327,2003,40,2. Married,2. HS Grad
77.49768139,2005,25,1. Never Married,2. HS Grad
91.69922611,2003,36,5. Separated,3. Some College
141.7751723,2003,46,2. Married,2. HS Grad
93.72167396,2009,59,2. Married,5. Advanced Degree
143.1349408,2003,49,1. Never Married,5. Advanced Degree
91.69922611,2005,41,2. Married,3. Some College
130.9821774,2007,42,2. Married,5. Advanced Degree
87.98103279,2009,59,2. Married,3. Some College
76.4884434,2004,27,1. Never Married,1. < HS Grad
71.68674367,2006,30,2. Married,2. HS Grad
87.98103279,2005,54,2. Married,2. HS Grad
80.57319971,2005,31,1. Never Married,5. Advanced Degree
163.515864,2007,34,2. Married,5. Advanced Degree
107.9039239,2007,47,2. Married,2. HS Grad
133.2323508,2003,40,2. Married,5. Advanced Degree
73.77574327,2007,29,1. Never Married,2. HS Grad
87.98103279,2003,58,2. Married,1. < HS Grad
119.0133452,2006,41,2. Married,2. HS Grad
102.1270009,2004,56,2. Married,2. HS Grad
136.8763676,2008,52,2. Married,2. HS Grad
118.8843593,2003,53,2. Married,3. Some College
65.11085372,2003,37,4. Divorced,2. HS Grad
94.07271475,2009,30,1. Never Married,3. Some College
138.2991269,2004,35,2. Married,2. HS Grad
118.8843593,2006,40,2. Married,4. College Grad
79.85490031,2007,54,2. Married,2. HS Grad
63.188861,2007,22,1. Never Married,4. College Grad
134.7053751,2005,37,2. Married,5. Advanced Degree
295.99125,2005,39,2. Married,2. HS Grad
109.8339856,2009,62,2. Married,2. HS Grad
104.9215065,2007,47,2. Married,3. Some College
148.4131591,2003,51,2. Married,5. Advanced Degree
99.6894637,2006,47,4. Divorced,2. HS Grad
118.8843593,2003,28,1. Never Married,4. College Grad
95.68881191,2005,65,2. Married,2. HS Grad
114.4757133,2005,42,2. Married,2. HS Grad
104.9215065,2007,58,2. Married,2. HS Grad
101.8243521,2007,32,2. Married,3. Some College
146.4628385,2003,34,2. Married,5. Advanced Degree
79.85490031,2007,49,2. Married,2. HS Grad
145.1436012,2008,39,2. Married,5. Advanced Degree
76.40585107,2008,44,2. Married,4. College Grad
84.04595765,2009,38,1. Never Married,3. Some College
115.3750386,2008,48,2. Married,5. Advanced Degree
105.9278108,2006,47,2. Married,2. HS Grad
72.15045568,2009,40,2. Married,1. < HS Grad
79.85490031,2005,27,5. Separated,1. < HS Grad
103.9024706,2004,42,2. Married,4. College Grad
88.99237719,2004,30,4. Divorced,2. HS Grad
99.6894637,2007,31,2. Married,5. Advanced Degree
112.6488963,2007,29,2. Married,4. College Grad
138.2991269,2006,53,4. Divorced,5. Advanced Degree
68.74808773,2009,37,2. Married,1. < HS Grad
109.31532,2007,48,2. Married,3. Some College
148.4131591,2009,56,4. Divorced,5. Advanced Degree
99.6894637,2003,44,2. Married,3. Some College
118.0197533,2004,63,2. Married,4. College Grad
65.11085372,2003,25,2. Married,4. College Grad
94.07271475,2003,31,2. Married,4. College Grad
98.59934386,2003,51,2. Married,2. HS Grad
87.98103279,2007,25,1. Never Married,2. HS Grad
99.6894637,2007,50,2. Married,3. Some College
108.8745258,2006,34,2. Married,2. HS Grad
82.6796373,2004,20,1. Never Married,3. Some College
89.49247952,2007,30,1. Never Married,2. HS Grad
97.49329405,2009,40,2. Married,3. Some College
56.90553914,2006,34,2. Married,2. HS Grad
65.11085372,2004,57,2. Married,2. HS Grad
89.49247952,2007,42,2. Married,2. HS Grad
84.04595765,2003,30,1. Never Married,3. Some College
94.07271475,2003,37,1. Never Married,3. Some College
85.38394038,2008,50,2. Married,2. HS Grad
78.3924668,2009,26,1. Never Married,3. Some College
160.409702,2007,59,2. Married,2. HS Grad
132.8607653,2003,29,1. Never Married,3. Some College
87.98103279,2009,22,1. Never Married,2. HS Grad
158.1736623,2005,54,2. Married,2. HS Grad
118.8843593,2003,46,2. Married,2. HS Grad
101.4020523,2008,51,2. Married,2. HS Grad
59.09706408,2006,35,1. Never Married,3. Some College
85.38394038,2007,49,2. Married,2. HS Grad
87.98103279,2003,53,2. Married,2. HS Grad
160.6424754,2009,61,2. Married,3. Some College
70.47601965,2007,40,2. Married,1. < HS Grad
47.74778451,2003,52,2. Married,1. < HS Grad
130.9821774,2005,40,2. Married,4. College Grad
85.38394038,2003,56,2. Married,1. < HS Grad
99.6894637,2008,39,2. Married,2. HS Grad
93.87868349,2007,30,2. Married,2. HS Grad
130.9821774,2003,58,2. Married,3. Some College
167.9811282,2007,33,2. Married,5. Advanced Degree
126.0850573,2007,51,2. Married,5. Advanced Degree
148.4131591,2008,32,1. Never Married,4. College Grad
132.4878211,2009,50,2. Married,2. HS Grad
118.8843593,2003,26,1. Never Married,3. Some College
109.8339856,2007,35,2. Married,1. < HS Grad
102.8702469,2006,31,2. Married,2. HS Grad
133.3806077,2009,31,2. Married,4. College Grad
154.685293,2008,44,2. Married,3. Some College
99.6894637,2007,30,2. Married,2. HS Grad
66.22940829,2005,27,2. Married,1. < HS Grad
87.98103279,2005,27,1. Never Married,3. Some College
90.48191336,2009,55,5. Separated,2. HS Grad
